Ciudad,Región,Day 1,Description 1,Day 2,Description 2,Day 3,Description 3,Day 4,Description 4,Day 5,Description 5
PACHIZA , SAN MARTIN,"sábado, 13 de enero: Máx 33ºC, Mín 23ºC",Cielo nublado variando a cielo nublado parcial en las primeras horas de la mañana.,"domingo, 14 de enero: Máx 32ºC, Mín 22ºC",Cielo con nubes dispersas con tendencia a cielo nublado parcial por la mañana.,"lunes, 15 de enero: Máx 32ºC, Mín 22ºC",Cielo nublado entre cielo nublado parcial durante el día.,"martes, 16 de enero: Máx 31ºC, Mín 21ºC",Cielo nublado con tendencia a cielo nublado parcial hacia el mediodía con lluvia.,"miércoles, 17 de enero: Máx 31ºC, Mín 21ºC",Cielo cubierto con tormenta y chubasco hacia el mediodía.
PELEJO , SAN MARTIN,"sábado, 13 de enero: Máx 36ºC, Mín 23ºC",Cielo nublado parcial a cielo con nubes dispersas durante el día.,"domingo, 14 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado con tendencia a cielo nublado parcial hacia el mediodía.,"lunes, 15 de enero: Máx 34ºC, Mín 22ºC",Cielo nublado parcial entre cielo nublado parcial al atardecer.,"martes, 16 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado parcial variando a cielo nublado por la mañana con lluvia.,"miércoles, 17 de enero: Máx 33ºC, Mín 22ºC",Cielo cubierto con tormenta y chubasco hacia el mediodía.
PILLUANA , SAN MARTIN,"sábado, 13 de enero: Máx 30ºC, Mín 20ºC",Cielo nublado parcial entre cielo con nubes dispersas al atardecer.,"domingo, 14 de enero: Máx 30ºC, Mín 20ºC",Cielo nublado variando a cielo nublado parcial en las primeras horas de la mañana.,"lunes, 15 de enero: Máx 30ºC, Mín 20ºC",Cielo nublado parcial variando a cielo nublado en las primeras horas de la mañana.,"martes, 16 de enero: Máx 29ºC, Mín 19ºC",Cielo nublado variando a cielo nublado parcial por la mañana con lluvia.,"miércoles, 17 de enero: Máx 29ºC, Mín 19ºC",Cielo cubierto con tormenta y chubasco hacia el mediodía.
POLVORA , SAN MARTIN,"sábado, 13 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado con tendencia a cielo nublado parcial hacia el mediodía.,"domingo, 14 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado parcial variando a cielo con nubes dispersas por la mañana.,"lunes, 15 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado a cielo nublado parcial en las primeras horas de la mañana.,"martes, 16 de enero: Máx 32ºC, Mín 21ºC",Cielo nublado con tendencia a cielo nublado parcial durante el día con lluvia.,"miércoles, 17 de enero: Máx 32ºC, Mín 21ºC",Cielo cubierto con tendencia a tormenta y chubasco en las primeras horas de la mañana.
PONGO DE CAYNARACHI , SAN MARTIN,"sábado, 13 de enero: Máx 36ºC, Mín 23ºC",Cielo con nubes dispersas con tendencia a cielo nublado parcial en las primeras horas de la mañana.,"domingo, 14 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas por la mañana.,"lunes, 15 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado entre cielo nublado parcial hacia el mediodía.,"martes, 16 de enero: Máx 34ºC, Mín 21ºC",Cielo nublado variando a cielo nublado parcial por la mañana con lluvia.,"miércoles, 17 de enero: Máx 34ºC, Mín 21ºC",Cielo cubierto con tormenta y chubasco por la mañana.
SAN PABLO , SAN MARTIN,"sábado, 13 de enero: Máx 36ºC, Mín 23ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas durante el día.,"domingo, 14 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas en las primeras horas de la mañana.,"lunes, 15 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado a cielo nublado parcial hacia el mediodía.,"martes, 16 de enero: Máx 34ºC, Mín 22ºC",Cielo nublado entre cielo nublado parcial hacia el mediodía con lluvia.,"miércoles, 17 de enero: Máx 34ºC, Mín 22ºC",Cielo cubierto con tormenta y chubasco en las primeras horas de la mañana.
SAPOSOA , SAN MARTIN,"sábado, 13 de enero: Máx 33ºC, Mín 23ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas hacia el mediodía.,"domingo, 14 de enero: Máx 32ºC, Mín 22ºC",Cielo nublado parcial entre cielo con nubes dispersas en las primeras horas de la mañana.,"lunes, 15 de enero: Máx 32ºC, Mín 22ºC",Cielo nublado con tendencia a cielo nublado parcial durante el día.,"martes, 16 de enero: Máx 31ºC, Mín 21ºC",Cielo nublado a cielo nublado parcial en las primeras horas de la mañana con lluvia.,"miércoles, 17 de enero: Máx 31ºC, Mín 21ºC",Cielo cubierto con tormenta y chubasco durante el día.
SAUCE , SAN MARTIN,"sábado, 13 de enero: Máx 34ºC, Mín 22ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas al atardecer.,"domingo, 14 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado con tendencia a cielo nublado parcial durante el día.,"lunes, 15 de enero: Máx 33ºC, Mín 22ºC",Cielo nublado con tendencia a cielo nublado parcial durante el día.,"martes, 16 de enero: Máx 32ºC, Mín 21ºC",Cielo nublado con tendencia a cielo nublado parcial en las primeras horas de la mañana con lluvia.,"miércoles, 17 de enero: Máx 32ºC, Mín 21ºC",Cielo cubierto con tormenta y chubasco por la mañana.
TARAPOTO , SAN MARTIN,"sábado, 13 de enero: Máx 36ºC, Mín 23ºC",Cielo nublado parcial variando a cielo con nubes dispersas en las primeras horas de la mañana.,"domingo, 14 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas durante el día.,"lunes, 15 de enero: Máx 35ºC, Mín 22ºC",Cielo nublado entre cielo nublado parcial en las primeras horas de la mañana.,"martes, 16 de enero: Máx 34ºC, Mín 22ºC",Cielo nublado variando a cielo nublado parcial en las primeras horas de la mañana con lluvia.,"miércoles, 17 de enero: Máx 34ºC, Mín 22ºC",Cielo cubierto con tormenta y chubasco en las primeras horas de la mañana.
TINGO DE PONAZA , SAN MARTIN,"sábado, 13 de enero: Máx 30ºC, Mín 20ºC",Cielo nublado variando a cielo nublado parcial en las primeras horas de la mañana.,"domingo, 14 de enero: Máx 30ºC, Mín 20ºC",Cielo con nubes dispersas variando a cielo nublado parcial hacia el mediodía.,"lunes, 15 de enero: Máx 30ºC, Mín 20ºC",Cielo nublado variando a cielo nublado parcial en las primeras horas de la mañana.,"martes, 16 de enero: Máx 29ºC, Mín 19ºC",Cielo nublado con tendencia a cielo nublado parcial hacia el mediodía con lluvia.,"miércoles, 17 de enero: Máx 29ºC, Mín 19ºC",Cielo cubierto con tendencia a tormenta y chubasco hacia el mediodía.
TOCACHE , SAN MARTIN,"sábado, 13 de enero: Máx 17ºC, Mín 1ºC",Cielo nublado parcial entre cielo cubierto durante el día con tendencia a chubascos y viento moderado.,"domingo, 14 de enero: Máx 17ºC, Mín 2ºC",Cielo nublado parcial entre cielo cubierto durante el día con tormenta y viento moderado.,"lunes, 15 de enero: Máx 18ºC, Mín 3ºC",Cielo nublado parcial entre cielo cubierto durante el día con tormenta.,"martes, 16 de enero: Máx 19ºC, Mín 3ºC",Cielo nublado parcial entre cielo nublado durante el día.,"miércoles, 17 de enero: Máx 18ºC, Mín 3ºC",Cielo nublado parcial entre cielo cubierto durante el día con tormenta.
ALTO PERÚ , TACNA,"sábado, 13 de enero: Máx 17ºC, Mín 6ºC",Cielo nublado parcial entre cielo nublado durante el día.,"domingo, 14 de enero: Máx 17ºC, Mín 6ºC",Cielo nublado parcial entre cielo nublado durante el día con tendencia a lluvia.,"lunes, 15 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado parcial entre cielo cubierto durante el día con lluvia y ráfagas de viento.,"martes, 16 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado parcial entre cielo cubierto durante el día con lluvia y ráfagas de viento.,"miércoles, 17 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado parcial entre cielo cubierto durante el día con lluvia y ráfagas de viento.
CANDARAVE , TACNA,"sábado, 13 de enero: Máx 17ºC, Mín 1ºC",Cielo nublado parcial entre cielo cubierto durante el día con tormenta y viento moderado.,"domingo, 14 de enero: Máx 16ºC, Mín 2ºC",Cielo nublado parcial entre cielo cubierto durante el día con tormenta y viento moderado.,"lunes, 15 de enero: Máx 15ºC, Mín 3ºC",Cielo nublado entre cielo cubierto durante el día con tormenta y viento moderado.,"martes, 16 de enero: Máx 16ºC, Mín 1ºC",Cielo nublado parcial entre cielo cubierto durante el día con chubascos.,"miércoles, 17 de enero: Máx 17ºC, Mín 1ºC",Cielo nublado parcial entre cielo cubierto durante el día con chubascos.
CHILUYO , TACNA,"sábado, 13 de enero: Máx 27ºC, Mín 16ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde.,"domingo, 14 de enero: Máx 27ºC, Mín 16ºC",Cielo con nubes dispersas entre cielo nublado parcial por la mañana variando a cielo nublado por la tarde.,"lunes, 15 de enero: Máx 26ºC, Mín 16ºC",Cielo nublado parcial entre cielo nublado durante el día con tendencia a lluvia hacia la madrugada y por la noche ; ráfagas de viento.,"martes, 16 de enero: Máx 27ºC, Mín 15ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde con tendencia a lluvia hacia la madrugada.,"miércoles, 17 de enero: Máx 28ºC, Mín 16ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día.
ILABAYA , TACNA,"sábado, 13 de enero: Máx 27ºC, Mín 20ºC",Cielo nublado entre cielo nublado parcial durante el día con ráfagas de viento.,"domingo, 14 de enero: Máx 27ºC, Mín 20ºC",Cielo nublado en las primeras horas de la mañana variando a cielo nublado parcial entre cielo con nubes dispersas durante el día y cielo nublado al atardecer con ráfagas de viento.,"lunes, 15 de enero: Máx 26ºC, Mín 19ºC",Cielo nublado entre cielo nublado parcial durante el día.,"martes, 16 de enero: Máx 27ºC, Mín 20ºC",Cielo nublado parcial entre cielo con nubes dispersas durante el día con tendencia a lluvia hacia la madrugada y ráfagas de viento.,"miércoles, 17 de enero: Máx 27ºC, Mín 20ºC",Cielo nublado parcial entre cielo con nubes dispersas durante el día.
ITE , TACNA,"sábado, 13 de enero: Máx 27ºC, Mín 18ºC",Cielo nublado parcial entre cielo con nubes dispersas durante el día variando a cielo nublado al atardecer con ráfagas de viento.,"domingo, 14 de enero: Máx 26ºC, Mín 18ºC",Cielo nublado parcial entre cielo con nubes dispersas durante el día variando a cielo nublado al atardecer con ráfagas de viento.,"lunes, 15 de enero: Máx 26ºC, Mín 18ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a cielo con nubes dispersas hacia el mediodía y ráfagas de viento.,"martes, 16 de enero: Máx 27ºC, Mín 19ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a cielo con nubes dispersas hacia el mediodía.,"miércoles, 17 de enero: Máx 27ºC, Mín 19ºC",Cielo nublado parcial entre cielo con nubes dispersas durante el día.
LA YARADA , TACNA,"sábado, 13 de enero: Máx 28ºC, Mín 16ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado parcial entre cielo nublado por la tarde con ráfagas de viento.,"domingo, 14 de enero: Máx 29ºC, Mín 16ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde con ráfagas de viento.,"lunes, 15 de enero: Máx 28ºC, Mín 15ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde con tendencia a lluvia.,"martes, 16 de enero: Máx 29ºC, Mín 16ºC",Cielo con nubes dispersas durante el día con tendencia a cielo nublado parcial al atardecer.,"miércoles, 17 de enero: Máx 29ºC, Mín 16ºC",Cielo con nubes dispersas durante el día con tendencia a cielo nublado parcial al atardecer.
LOCUMBA , TACNA,"sábado, 13 de enero: Máx 25ºC, Mín 15ºC",Cielo con nubes dispersas entre cielo despejado por la mañana variando a cielo nublado parcial entre cielo nublado por la tarde con ráfagas de viento.,"domingo, 14 de enero: Máx 26ºC, Mín 14ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado parcial entre cielo nublado por la tarde.,"lunes, 15 de enero: Máx 26ºC, Mín 15ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día y cielo nublado al atardecer con tendencia a lluvia ; ráfagas de viento.,"martes, 16 de enero: Máx 26ºC, Mín 14ºC",Cielo con nubes dispersas durante el día.,"miércoles, 17 de enero: Máx 27ºC, Mín 14ºC",Cielo con nubes dispersas durante el día.
PACHIA , TACNA,"sábado, 13 de enero: Máx 18ºC, Mín 11ºC",Cielo con nubes dispersas entre cielo nublado parcial por la mañana variando a cielo nublado por la tarde.,"domingo, 14 de enero: Máx 19ºC, Mín 11ºC",Cielo nublado parcial entre cielo nublado durante el día con tendencia a lluvia y ráfagas de viento.,"lunes, 15 de enero: Máx 20ºC, Mín 10ºC",Cielo nublado parcial entre cielo nublado durante el día con lluvia y ráfagas de viento.,"martes, 16 de enero: Máx 21ºC, Mín 11ºC",Cielo nublado parcial entre cielo nublado durante el día.,"miércoles, 17 de enero: Máx 21ºC, Mín 12ºC",Cielo nublado parcial entre cielo nublado durante el día.
PALCA , TACNA,"sábado, 13 de enero: Máx 30ºC, Mín 17ºC",Cielo nublado en las primeras horas de la mañana variando a cielo con nubes dispersas entre cielo despejado hacia el mediodía y cielo nublado por la tarde con ráfagas de viento.,"domingo, 14 de enero: Máx 30ºC, Mín 17ºC",Cielo nublado en las primeras horas de la mañana variando a cielo con nubes dispersas entre cielo despejado hacia el mediodía y cielo nublado por la tarde con ráfagas de viento.,"lunes, 15 de enero: Máx 29ºC, Mín 16ºC",Cielo con nubes dispersas durante el día variando a cielo nublado por la tarde con tendencia a lluvia hacia la madrugada y por la noche ; ráfagas de viento.,"martes, 16 de enero: Máx 30ºC, Mín 17ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde con tendencia a lluvia hacia la madrugada.,"miércoles, 17 de enero: Máx 30ºC, Mín 17ºC",Cielo con nubes dispersas por la mañana variando a cielo nublado por la tarde.
SAMA GRANDE , TACNA,"sábado, 13 de enero: Máx 27ºC, Mín 17ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día variando a cielo nublado por la tarde con ráfagas de viento.,"domingo, 14 de enero: Máx 27ºC, Mín 17ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día variando a cielo nublado por la tarde.,"lunes, 15 de enero: Máx 26ºC, Mín 16ºC",Cielo con nubes dispersas durante el día variando a cielo nublado al atardecer con tendencia a lluvia hacia la madrugada y por la noche ; ráfagas de viento.,"martes, 16 de enero: Máx 27ºC, Mín 17ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día variando a cielo nublado al atardecer con tendencia a lluvia hacia la madrugada y ráfagas de viento.,"miércoles, 17 de enero: Máx 27ºC, Mín 18ºC",Cielo con nubes dispersas entre cielo nublado parcial durante el día variando a cielo nublado al atardecer.
TACNA , TACNA,"sábado, 13 de enero: Máx 20ºC, Mín 10ºC",Cielo nublado entre cielo cubierto durante el día con lluvia y ráfagas de viento.,"domingo, 14 de enero: Máx 20ºC, Mín 9ºC",Cielo nublado parcial entre cielo cubierto durante el día con lluvia y ráfagas de viento.,"lunes, 15 de enero: Máx 21ºC, Mín 11ºC",Cielo nublado parcial entre cielo cubierto durante el día.,"martes, 16 de enero: Máx 22ºC, Mín 10ºC",Cielo nublado parcial entre cielo cubierto durante el día con tendencia a lluvia.,"miércoles, 17 de enero: Máx 22ºC, Mín 11ºC",Cielo nublado entre cielo cubierto durante el día con tendencia a lluvia.
TARATA , TACNA,"sábado, 13 de enero: Máx 14ºC, Mín -1ºC",Cielo nublado entre cielo cubierto durante el día con tormenta y viento moderado.,"domingo, 14 de enero: Máx 14ºC, Mín 0ºC",Cielo nublado entre cielo cubierto durante el día con tormenta.,"lunes, 15 de enero: Máx 15ºC, Mín 1ºC",Cielo nublado parcial entre cielo cubierto durante el día con chubascos y viento moderado.,"martes, 16 de enero: Máx 15ºC, Mín -1ºC",Cielo nublado parcial entre cielo cubierto durante el día con chubascos y viento moderado.,"miércoles, 17 de enero: Máx 15ºC, Mín -1ºC",Cielo nublado entre cielo cubierto durante el día con tormenta.
VILACOTA , TACNA,"sábado, 13 de enero: Máx 30ºC, Mín 23ºC",Cielo nublado durante el día con lluvia.,"domingo, 14 de enero: Máx 31ºC, Mín 23ºC",Cielo nublado parcial durante el día con lluvia.,"lunes, 15 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia ligera.,"martes, 16 de enero: Máx 32ºC, Mín 24ºC",Cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 32ºC, Mín 24ºC",Cielo nublado parcial durante el día.
CAÑAVERAL , TUMBES,"sábado, 13 de enero: Máx 29ºC, Mín 23ºC","Cielo nublado parcial en las primeras horas de la mañana , cielo con nubes dispersas hacia el mediodía y cielo nublado al atardecer con lluvia.","domingo, 14 de enero: Máx 30ºC, Mín 23ºC",Cielo nublado parcial durante el día con lluvia.,"lunes, 15 de enero: Máx 30ºC, Mín 24ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia ligera.,"martes, 16 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.
LA CRUZ , TUMBES,"sábado, 13 de enero: Máx 29ºC, Mín 24ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia.,"domingo, 14 de enero: Máx 30ºC, Mín 24ºC",Cielo nublado parcial durante el día con lluvia.,"lunes, 15 de enero: Máx 31ºC, Mín 23ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia ligera.,"martes, 16 de enero: Máx 32ºC, Mín 23ºC",Cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 32ºC, Mín 23ºC",Cielo nublado parcial durante el día.
PAPAYAL , TUMBES,"sábado, 13 de enero: Máx 29ºC, Mín 23ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia.,"domingo, 14 de enero: Máx 29ºC, Mín 23ºC",Cielo nublado parcial durante el día con lluvia.,"lunes, 15 de enero: Máx 30ºC, Mín 24ºC",Cielo nublado parcial por la mañana y cielo nublado por la tarde con lluvia ligera.,"martes, 16 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.
PUERTO PIZARRO , TUMBES,"sábado, 13 de enero: Máx 29ºC, Mín 23ºC","Cielo nublado parcial en las primeras horas de la mañana , cielo con nubes dispersas hacia el mediodía y cielo nublado al atardecer con lluvia.","domingo, 14 de enero: Máx 30ºC, Mín 23ºC",Cielo nublado parcial durante el día con lluvia.,"lunes, 15 de enero: Máx 30ºC, Mín 23ºC","Cielo nublado parcial por la mañana , cielo nublado por la tarde con lluvia ligera.","martes, 16 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 31ºC, Mín 24ºC",Cielo nublado parcial durante el día.
TUMBES , TUMBES,"sábado, 13 de enero: Máx 30ºC, Mín 22ºC","Cielo cubierto a cielo nublado durante el día , lluvia frecuente.","domingo, 14 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado parcial variando a cielo nublado durante el día , lluvia moderada al atardecer.","lunes, 15 de enero: Máx 31ºC, Mín 22ºC",Cielo nublado parcial variando a cielo nublado con lluvia moderada y chubascos al atardecer.,"martes, 16 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado durante el día , lluvia frecuente y chubascos.","miércoles, 17 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia frecuente."
AGUAYTIA , UCAYALI,"sábado, 13 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia moderada y chubascos.","domingo, 14 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado parcial variando a cielo nublado durante el día , lluvia moderada y chubascos al atardecer.","lunes, 15 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","martes, 16 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia ligera.","miércoles, 17 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos."
ATALAYA , UCAYALI,"sábado, 13 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos.","domingo, 14 de enero: Máx 31ºC, Mín 22ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.,"lunes, 15 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos.","martes, 16 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","miércoles, 17 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia frecuente."
CURIMANÁ , UCAYALI,"sábado, 13 de enero: Máx 30ºC, Mín 23ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia moderada.","domingo, 14 de enero: Máx 32ºC, Mín 23ºC","Cielo con nubes dispersas variando a cielo nublado parcial durante el día , chubascos al atardecer.","lunes, 15 de enero: Máx 30ºC, Mín 23ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","martes, 16 de enero: Máx 31ºC, Mín 23ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia moderada al atardecer.","miércoles, 17 de enero: Máx 31ºC, Mín 23ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos."
PUCALLPA , UCAYALI,"sábado, 13 de enero: Máx 30ºC, Mín 21ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","domingo, 14 de enero: Máx 32ºC, Mín 22ºC",Cielo con nubes dispersas variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.,"lunes, 15 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","martes, 16 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia ligera.","miércoles, 17 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos."
PUERTO ESPERANZA , UCAYALI,"sábado, 13 de enero: Máx 30ºC, Mín 23ºC","Cielo cubierto a cielo nublado durante el día , lluvia y chubascos.","domingo, 14 de enero: Máx 31ºC, Mín 23ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia frecuente.","lunes, 15 de enero: Máx 30ºC, Mín 23ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos al atardecer.","martes, 16 de enero: Máx 30ºC, Mín 23ºC","Cielo cubierto a cielo nublado durante el día , lluvia frecuente.","miércoles, 17 de enero: Máx 32ºC, Mín 23ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos."
